model_id	host_strain_name	host_strain_nomenclature	engraftment_site	engraftment_type	sample_type	sample_state	passage_number	publications	Provider
WM4440	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4442	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4443	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4445	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4451	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4454	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4460	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4011-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4011-3	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4479	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4481-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4257-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4486	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4494	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4495	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4505-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4298-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM3901-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4516	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4518	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4465-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4521	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4525	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4543-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4549-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4551	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4552-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4555-1	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4556	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4552-2	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4568	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WM4279	NSG 	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	 subcutaneous implant or injection;  low back /flank	Not provided	Solid tumor	Not provided	0		WISTAR-MDAnderson-Penn
WU-SHIM2	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-SHIM3	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-SHIM4	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-SHIM5	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-SHIM6	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-SHIM7	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-SHIM9	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-SHIM11	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-SHIM12	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-SHIM13	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-SHIM19	Not provided	Not provided	Not provided	Not provided	Not provided	Not provided	0		WUSTL
WU-105-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-116-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-117-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-121-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-123-08	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-129-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-139-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-148-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-150-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-158-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-159-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-162-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-167-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-174-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-175-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-185-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-186-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-187-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-191-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-191-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-200-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-222-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-242-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-254-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-266-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-268-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-268-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-277-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-287-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-287-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-292-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-292_2-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-299-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-301-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-315-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-318-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-322-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-322-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-324-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-329-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-334-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-343-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-343-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-345-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-349-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-354-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-356_2-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-369-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-374-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-393-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-394-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-397-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-402-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-432-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-440-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-445-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-45-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-459-9	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-459-10	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-465-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-470-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-478-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-516-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-655-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-655-08	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-658-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-658-09	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-669-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-674-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-73-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-738-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-739-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-745-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-803-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-822-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-84-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-845-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-881-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-911-06	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-911-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-95-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-978-07	NOD SCID	NOD.CB17-Prkdc<sup>scid</sup>/J	dorsal flank	heterotopic	Not provided	Not provided	0		WUSTL
WU-WHIM2	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM3	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM4	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM5	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM6	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM8	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM9	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM10	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM11	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM12	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM13	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM14	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM16	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM17	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM18	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM20	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM21	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM22	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM23	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM24	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM25	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM26	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM30	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM35	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM37	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
WU-WHIM43	NSG	NOD.Cg-Prkdc<sup>scid</sup> Il2rg<sup>tm1Wjl</sup>/SzJ	mammary fat pad	orthotopic	Not provided	Not provided	0		WUSTL
